nct_id,intervention_id,name,description,title
NCT03554746,73693416,GC group,"core stability training: hold 5s/rep, 20 reps/times

supine, pelvic posterior tilt with TrA contraction.
supine, pelvic posterior tilt and maintain bil. knee on 90 degrees.
All four position with leg raise

Stretching ex. : hold 15 s/reps, 5 reps/times

Hamstring
Quadriceps

Additional gluteal muscle control training: hold 10 s/reps, 20 reps/times 1st to 2nd:

clam ex. without resistance
single leg bridge with maintain bil. ASIS even level 3rd to 4th: maintain 1st to 2nd ex. with resistance 5th:
maintain 3rd to 4th ex.
single leg standing on rock board to maintain balance 6th:
maintain 5th ex.
lunge ex. without hip internal rotation",GC group
NCT03554746,73693417,CG group,"core stability training: hold 5s/rep, 20 reps/times

supine, pelvic posterior tilt with TrA contraction.
supine, pelvic posterior tilt and maintain bil. knee on 90 degrees.
All four position with leg raise

Stretching ex. : hold 15 s/reps, 5 reps/times

Hamstring
Quadriceps",CG group
NCT02524158,73701872,Yoga Therapy for CLBP,"Classes begin with a few minutes of simple seated breathing exercises. Depending on their mobility, participants can sit either on the floor or on a chair. This is followed by gentle warm-up stretches. Participants are then led through a series of standing postures, seated postures and floor postures. The difficulty of the poses will gradually increase over the duration of the 12 weeks, and appropriate modifications are offered to participants whenever needed. Deep and rhythmic breathing will be emphasized throughout. Each class will end with a supine resting pose.",Yoga
NCT01374269,73563981,Exercise program,"Standardize the intervention programs Exercise program includes: physical agents, massage of myofascial points, stretching and strengthening exercises, cycloergometer or band aerobic exercises. 12 sessions, 3 per week.",Excercise
NCT01374269,73563982,NSAID (Nonsteroidal anti-inflammatory drugs),"The second group was treated for 10 days with NSAIDs (naproxen 500 mg/d or celecoxib 200 mg/d) according to the indications and contraindications. The patients kept a journal stating whether they had taken the drug and any adverse reactions. If the pain intensity of any participant increased, acetaminophen (1.5 - 2.0 g/d) was proposed as a rescue procedure.",NSAID
NCT01362049,73579491,Physical Therapy rehabilitation: Stabilization exercises.,"The stabilization exercise protocol consists of exercises focused on improving the ability of trunk muscles to stabilize the spine, beginning with training to isolate the deeper abdominal muscles and then incorporation of these isolated contractions into other exercises. The exercise protocol progresses to include trunk flexion and extension strengthening exercises as well as abdominal bracing exercises in supine and quadruped positions, and finally to exercises in more functional positions.",'Eligible' Subject Group - STAB
NCT01362049,73579491,Physical Therapy rehabilitation: Stabilization exercises.,"The stabilization exercise protocol consists of exercises focused on improving the ability of trunk muscles to stabilize the spine, beginning with training to isolate the deeper abdominal muscles and then incorporation of these isolated contractions into other exercises. The exercise protocol progresses to include trunk flexion and extension strengthening exercises as well as abdominal bracing exercises in supine and quadruped positions, and finally to exercises in more functional positions.",'Ineligible' Subject Group - STAB
NCT01362049,73579492,Physical Therapy rehabilitation. Movement System Impairment (MSI) classification based exercise,"The MSI-classification based approach focuses on education and instruction for modifying movement strategies during functional activities, and on exercises that are specific to the classification category. First there is an analysis of and instruction in modifying a subject's direction-specific alignment and movement strategies during symptomatic functional activities. Second, there is education about the principles of tissue injury and healing, and how cumulative tissue stress contributes to microtrauma and LBP. Unique to the education process is the emphasis on how using one's particular movement strategies during functional activities may accelerate tissue stress accumulation because the strategies are used repetitively. Thirdly, there is exercise prescription that includes practice in performing modified versions of the direction-specific impairment tests from the physical exam, with an emphasis on impairments that can be modified to eliminate LBP symptoms.",'Eligible' Subject Group - MSI
NCT01362049,73579492,Physical Therapy rehabilitation. Movement System Impairment (MSI) classification based exercise,"The MSI-classification based approach focuses on education and instruction for modifying movement strategies during functional activities, and on exercises that are specific to the classification category. First there is an analysis of and instruction in modifying a subject's direction-specific alignment and movement strategies during symptomatic functional activities. Second, there is education about the principles of tissue injury and healing, and how cumulative tissue stress contributes to microtrauma and LBP. Unique to the education process is the emphasis on how using one's particular movement strategies during functional activities may accelerate tissue stress accumulation because the strategies are used repetitively. Thirdly, there is exercise prescription that includes practice in performing modified versions of the direction-specific impairment tests from the physical exam, with an emphasis on impairments that can be modified to eliminate LBP symptoms.",'Ineligible' Subject Group -MSI
NCT03502187,74261425,Progressive Exercise Plan,"The goal of PEP is to reduce back pain, disability, and improve trunk flexibility, strength and endurance through controlled, gradual, progressive back exercises. PEP teaches muscle strengthening exercises and self-management strategies to promote back fitness. PEP sessions provide a standardized self-management framework for performing the exercises at home. PEP is performed every other day/week for about ~1 hour over a period of 9 weeks. PEP consists of 3 sequential phases with each phase lasting 3 weeks. Exercises become progressively more difficult and intense, focusing on back stretching and strengthening that progressively load and unload the lumbar spine by means of flexion/extension exercises. The PEP group will perform 31 exercise sessions for 60 minutes on alternating days.",Progressive Exercise Plan (PEP)
NCT03502187,74261426,NeuromuscularElectricalStimulation(NMES),"The NMES treatment group will receive a portable battery-operated device, Recovery Back (Neurotech®, Minnetonka, MN) with a 2-garment site-specific system: back & abdomen. NMES muscle contractions will be elicited by an electrical impulse generated by the Recovery Back system. The device delivers a pre-set program of NMES using a symmetrical biphasic square pulse waveform. (Moore SR, Shurman J, 1997) The garments are light-weight, breathable fabric that wraps around the waist with precise placements for the reusable electrodes. The controller uses a rechargeable battery with charger supplied. The NMES protocol consists of 30-minutes of NMES stimulation alternating between the abdominal and lumbar site over 9-weeks (one day Back training, next day Abdominal training).",NeuromuscularElectricalStimulation(NMES)
NCT03502187,74261427,Primary Care Management (PCM),"All participants will receive standard primary care management for subacute LBP. Primary Care Management follows the clinical practice guidelines for low back pain.(Chou et al., 2007) Service members are to stay as active as possible and progressively increase their activity. Medications prescribed begin with paracetamol and NSAIDs as first-line drugs. Second-line drugs include antidepressants, benzodiazepines, tramadol, and opioids. All participants will receive an information sheet on LBP advising them to remain active and use self-care options such as heat application. To provide an attention control, the PCM only group will receive weekly communication from the study coordinator regarding pain and medication usage.",NeuromuscularElectricalStimulation(NMES)
NCT03502187,74261427,Primary Care Management (PCM),"All participants will receive standard primary care management for subacute LBP. Primary Care Management follows the clinical practice guidelines for low back pain.(Chou et al., 2007) Service members are to stay as active as possible and progressively increase their activity. Medications prescribed begin with paracetamol and NSAIDs as first-line drugs. Second-line drugs include antidepressants, benzodiazepines, tramadol, and opioids. All participants will receive an information sheet on LBP advising them to remain active and use self-care options such as heat application. To provide an attention control, the PCM only group will receive weekly communication from the study coordinator regarding pain and medication usage.",Primary Care Management (PCM)
NCT03502187,74261427,Primary Care Management (PCM),"All participants will receive standard primary care management for subacute LBP. Primary Care Management follows the clinical practice guidelines for low back pain.(Chou et al., 2007) Service members are to stay as active as possible and progressively increase their activity. Medications prescribed begin with paracetamol and NSAIDs as first-line drugs. Second-line drugs include antidepressants, benzodiazepines, tramadol, and opioids. All participants will receive an information sheet on LBP advising them to remain active and use self-care options such as heat application. To provide an attention control, the PCM only group will receive weekly communication from the study coordinator regarding pain and medication usage.",Progressive Exercise Plan (PEP)
NCT01559948,73712733,Lumbopelvic stabilization exercise,"The objective of this exercise program is to recruit and train the primary stabilizing muscles of the spine in order for them to more appropriately support the spine. Participants will complete 4 different exercises daily: one in supine, one in standing, one in quadruped, and one in a side-bridge position. The dosage for each exercise is 20 reps with an 8 second hold. In supine, the first exercise is the abdominal drawing-in maneuver. In standing, the first exercise is the abdominal drawing-in maneuver. In quadruped, the first exercise is alternating arm lifts. The final exercise is the side-bridge hold. Participants will then be asked to attend supervised physical therapy sessions twice a week for 2 weeks and once a week for another 2 weeks. They will be instructed to perform the exercises at home daily for a total of 12 weeks as well as complete a compliance log. Progression of the stabilization program will be determined by the physical therapist based on pre-established criteria.",Lumbopelvic stabilization exercise
NCT01559948,73712733,Lumbopelvic stabilization exercise,"The objective of this exercise program is to recruit and train the primary stabilizing muscles of the spine in order for them to more appropriately support the spine. Participants will complete 4 different exercises daily: one in supine, one in standing, one in quadruped, and one in a side-bridge position. The dosage for each exercise is 20 reps with an 8 second hold. In supine, the first exercise is the abdominal drawing-in maneuver. In standing, the first exercise is the abdominal drawing-in maneuver. In quadruped, the first exercise is alternating arm lifts. The final exercise is the side-bridge hold. Participants will then be asked to attend supervised physical therapy sessions twice a week for 2 weeks and once a week for another 2 weeks. They will be instructed to perform the exercises at home daily for a total of 12 weeks as well as complete a compliance log. Progression of the stabilization program will be determined by the physical therapist based on pre-established criteria.",Lumbopelvic stabilization exercises plus sacroiliac joint belt
NCT01559948,73712734,Sacroiliac joint belt,The belt should be worn low around the pelvis just above the greater trochanter and instructed to wear the belt during all waking hours of the first four weeks of the study. The treating physical therapist will monitor the placement of belts during each exercise session. Belt usage logs will be given to each participant to assess compliance with wearing the belt.,Lumbopelvic stabilization exercises plus sacroiliac joint belt
NCT02327325,73588795,Physical Activity,"12-week home-based physical activity program with telephone support. Delivered by a physical therapist and exercise counselor. Comprehensive program including stretching, strengthening and aerobic activity.",Physical Activity + Cognitive Behavioral Therapy
NCT02327325,73588795,Physical Activity,"12-week home-based physical activity program with telephone support. Delivered by a physical therapist and exercise counselor. Comprehensive program including stretching, strengthening and aerobic activity.",Physical Activity Only
NCT02327325,73588796,Cognitive Behavioral Therapy,Telephone-based training in multiple skills for managing low back pain.,Physical Activity + Cognitive Behavioral Therapy
NCT03644927,73589328,Progressive exercise training,"The 12 week progressive exercise program gradually increases the walking/running intensity and length of exercise every 2 weeks for the first 6 weeks and then maintains the higher intensity level for weeks 7-12,. The exercise intensity is based on percentile targets defined by the baseline cardiopulmonary test (CPX test). Participants will be called at weeks 4 and 10 to assess and foster exercise motivation, using basic principles of motivational interviewing..",Progressive exercise program
NCT03644927,73589329,Waitlist Control,"Participants will be screened for eligibility and if randomized into the waitlist control group. Wait list participants will wait for 12-weeks before they can participate in the progressive exercise training program. The 12 week progressive exercise program is identical to the one used in the intervention group. Specifically, the 12 week progressive exercise program gradually increases the walking/running intensity and length of exercise every 2 weeks for the first 6 weeks and then maintains the higher intensity level for weeks 7-12. The exercise intensity is based on percentile targets defined by the baseline cardiopulmonary test (CPX test). Participants will be called at weeks 4 and 10 to assess and foster exercise motivation, using basic principles of motivational interviewing.",Waitlist Control
NCT03484403,73715736,Lumbar back brace,A brace that supports the lumbar region of the spine.,Treatment Group
NCT03484403,73715737,Back school,Back school consists of patient education physical therapy exercise instruction.,Control Group
NCT03484403,73715737,Back school,Back school consists of patient education physical therapy exercise instruction.,Treatment Group
NCT02355275,73718565,Home Exercise Program,All patients will be provided with a Thera-Band® Loop and Band and handout describing home exercises to be performed 3 times a week for 4 weeks.,Home Exercise Program
NCT02469077,73593261,6 week aerobic exercise intervention,"Participants randomly assigned to the 6 week aerobic exercise intervention will complete an 18 session aerobic exercise manipulation supervised by an American College of Sports Medicine-certified personal trainer (3 exercise sessions per week for 6 weeks).

Each exercise session will consist of a 5 minute warm-up, 30 minutes of aerobic exercise, followed by a 5 minute cool-down period. Aerobic exercise will consist of treadmill walking/running, stepping, elliptical, or cycling exercise as preferred by the participant. Duration of exercise will be standardized at 30 minutes with a target exercise intensity between 70-85% Heart Rate Reserve (RPE = 15, hard). Because of the focus on de-conditioned individuals with Chronic Low Back Pain, the duration and intensity of exercise will be progressively increased up to target during the first two weeks to avoid symptom exacerbation and minimize study drop-out.",6 week aerobic exercise intervention
NCT02469077,73593262,Placebo,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",6 week aerobic exercise intervention
NCT02469077,73593262,Placebo,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",Normal exercise (control)
NCT02469077,73593263,Morphine,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",6 week aerobic exercise intervention
NCT02469077,73593263,Morphine,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",Normal exercise (control)
NCT02469077,73593264,naloxone,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",6 week aerobic exercise intervention
NCT02469077,73593264,naloxone,"In randomized order (crossover) across 3 laboratory sessions each approximately 5 days apart, participants will undergo laboratory evoked thermal pain response testing with: 1) 4 doses of saline placebo (20ml each), 2) an 8mg dose of naloxone (in 20ml saline vehicle), followed by saline, 4mg naloxone, and saline, or 3) morphine sulfate (0.03 mg/kg in 20ml saline vehicle initially, followed by 3 incremental doses of 0.02mg/kg each).",Normal exercise (control)
NCT02353442,73593695,Posterior shoulder mobilizations,"A second investigator performed 5min of posterior capsule shoulder mobilization for the experimental group, 3times/week during 4 weeks.",Experimental group
NCT02353442,73593696,External rotators strengthening,Individuals performed 3x10 repetitions of external rotators strengthening in sidelying position 3times/week during 4 weeks.,Experimental group
NCT02353442,73593697,Placebo ultrasound,"A second investigator performed 5min of placebo ultrassound for the control group, 3times/week during 4 weeks.",Control group
NCT02353442,73593698,Scapular squeezing,Individuals performed 3x10 repetitions scapular squeezing exercise 3times/week during 4 weeks.,Control group
NCT02353442,73593699,Upper trapezius stretching,"Individuals performed 3x30s of upper trapezius stretching, 3times/week during 4 weeks.",Control group
NCT02353442,73593700,Posterior Capsule Stretching,"Individuals performed 3x30s of posterior capsule stretching, 3times/week during 4 weeks.",Experimental group
NCT01841216,73719389,Lower Body Exercises with and without resistance,lower body exercises with and without resistance designed to activate the gluteal/hip musculature,Healthy
NCT01841216,73719389,Lower Body Exercises with and without resistance,lower body exercises with and without resistance designed to activate the gluteal/hip musculature,Low Back Pain
NCT03888235,74042589,Immediate corrective exercises,"The sacroiliac forward flexion test (SIFFT) finds the position of each innominate bone. Subjects learn 1 of 3 exercises. To correct anterior rotation, flex the thigh hard against the ilium, pushing it backwards. To correct posterior rotation, hyperextend the thigh to pull the ilium forward. 1.Genuflect, anterior foot and posterior knee on the floor hands on the floor on either side of the foot, sliding the knee backwards to hyperextend the thigh. 2. Supine, anterior foot on an assistant's sternum, posterior thigh hyperextended. Assistant leans forward, forcing the anterior thigh against the ilium and pushing down on the posterior thigh. 3. For anterior rotation alone: anterior foot on a chair seat, pulling up hard with both hands, leaning back, forcing the thigh against the ilium. Hold position for 2 minutes. Use as needed for pain control. They are reassessed one month later when they receive the pelvic support belt. Both treatments used together will be assessed one month after.",Immediate corrective exercises
NCT03888235,74042590,Immediate use of pelvic support belt,"Participants will be given a pelvic support belt to stabilize their sacroiliac joints. The belt is fitted tightly around the pelvis, over the sacrum and below the anterior superior iliac spines (ASISs) to prevent opening the joint. (The upper part of the innominate bones flares out so pushing them inwards will move the lower part outwards, away from the sacrum, opening the sacroiliac joints, increasing their instability). They will use this belt for activities which have in the past precipitated back pain. They will be reassessed one month later.

At that time they will be given the exercises to correct their sacroiliac malrotation and the concurrent use of both treatments will be assessed at their last visit one month later.",Immediate use of pelvic support belt
NCT03888235,74042591,Delayed treatment,"Participants will continue the treatments they are currently using to relieve their low back pain for one month. At their one-month visit, they will be taught how to assess the direction of sacroiliac malrotation and how to do the corrective exercise. They will also be fitted for a pelvic stabilization belt.",Delayed treatment
NCT01918189,73725486,behavioral pain self-management intervention Pain EASE,"10 modules describing behavioral and cognitive pain coping skills such as relaxation and stress reduction methods, exercise and structured physical activity, and activity pacing",10 week Pain EASE access
NCT02308189,73725966,Exercise with blood flow restriction,Low load resistance exercise performed with an external pressure cuff applied over both legs or both arms during respective leg and arm exercises.,Exercise with blood flow restriction
NCT02308189,73725967,Exercise,Low load resistance exercise performed with no external pressure cuff applied to the appendicular limbs.,Exercise
NCT02938169,73726459,exercise,"stabilization exercise: Lumbar stabilization is a multi-component program and involves education/training, strength, flexibility, and endurance. It is generally used during all phases of a back pain episode and may be prescribed after a thorough evaluation of the patient's specific condition.
bracing exercise: patient is instructed as follows: ""Draw your navel up towards your head and in toward your spine without moving your pelvis. Continue to breathe normally as you do this.""
walking exercise: treadmill gait with tolerable gait speed
flexibility exercise: stretching exercise(control)",flexibility exercise group
NCT02938169,73726459,exercise,"stabilization exercise: Lumbar stabilization is a multi-component program and involves education/training, strength, flexibility, and endurance. It is generally used during all phases of a back pain episode and may be prescribed after a thorough evaluation of the patient's specific condition.
bracing exercise: patient is instructed as follows: ""Draw your navel up towards your head and in toward your spine without moving your pelvis. Continue to breathe normally as you do this.""
walking exercise: treadmill gait with tolerable gait speed
flexibility exercise: stretching exercise(control)",stabilization exercise group
NCT02938169,73726459,exercise,"stabilization exercise: Lumbar stabilization is a multi-component program and involves education/training, strength, flexibility, and endurance. It is generally used during all phases of a back pain episode and may be prescribed after a thorough evaluation of the patient's specific condition.
bracing exercise: patient is instructed as follows: ""Draw your navel up towards your head and in toward your spine without moving your pelvis. Continue to breathe normally as you do this.""
walking exercise: treadmill gait with tolerable gait speed
flexibility exercise: stretching exercise(control)",walking and stabilization exercise group
NCT02938169,73726459,exercise,"stabilization exercise: Lumbar stabilization is a multi-component program and involves education/training, strength, flexibility, and endurance. It is generally used during all phases of a back pain episode and may be prescribed after a thorough evaluation of the patient's specific condition.
bracing exercise: patient is instructed as follows: ""Draw your navel up towards your head and in toward your spine without moving your pelvis. Continue to breathe normally as you do this.""
walking exercise: treadmill gait with tolerable gait speed
flexibility exercise: stretching exercise(control)",walking exercise group
NCT02391350,73727110,Education and re-assurance,Patients are provided the Back Book and the contents are reviewed emphasizing the favorable natural history of back pain and sciatica and the importance of remaining active.,Early Intervention
NCT02391350,73727110,Education and re-assurance,Patients are provided the Back Book and the contents are reviewed emphasizing the favorable natural history of back pain and sciatica and the importance of remaining active.,Usual Care
NCT02391350,73727111,Physical Therapy,"Physical therapy will consist of repeated exercises, spinal mobilization and mechanical traction in an effort to maximize centralization of symptoms.",Early Intervention
NCT03504085,74044679,Yoga: Active Hatha,Classical Hatha yoga with influences from Viniyoga and Iyengar yoga. Both Viniyoga and Iyengar yoga styles emphasize modifications and adaptations including the use of props such as straps and blocks in order to minimize the risk of injury and make the poses accessible to people with health problems and limitations,Hatha Yoga
NCT03504085,74044680,Yoga: Restorative,Restorative Yoga is a slow-paced yoga style that emphasizes relaxation and includes very little movement.,Restorative Yoga
NCT02027623,73601530,Motor skill training,"The participant will assist in selecting both simple and complex functional activities to practice. Difficulty will be graded to match the participant's motor capabilities. Three activities will be practiced per session. Within the practice of activities the training will emphasize 1) contraction of groups of specific trunk muscles, 2) earlier and greater movement of the hip, knee, and/or thoracic spine relative to the lumbar spine, 3) later and less movement of the lumbar spine relative to other regions. Within each activity the conditions of practice will vary based on 1) the participant's ability to perform the activity, and 2) the level of challenge the participant is faced with when performing the activity during his day. Equipment will be provided as needed.",Motor skill training
NCT02027623,73601531,Strength and flexibility exercise,"Exercises based on best evidence for effectiveness in people with chronic low back pain will be prescribed. Strengthening exercises will target all trunk muscles. Flexibility exercises will target all trunk and hip motions. All exercises will be performed at the intensity appropriate for the person's musculoskeletal fitness level based on the American College of Sports Medicine guidelines. Difficulty level, frequency, and number of repetitions will be modified based on guidelines described in the literature. Equipment will be provided as needed.",Strength and flexibility exercise
NCT04209335,73732533,isometric core muscle endurance testing,holding previously described isometric positions until fatigue,healthy working age population
NCT01726803,73604240,Early Physical Therapy with Usual Care,The early physical therapy arm includes 4 total sessions. The first 2 sessions include use of thrust spinal manipulation with exercises for range of motion and strengthening of the spine. The final 2 sessions include the exercise component only.,Early Physical Therapy with Usual Care
NCT01726803,73604241,Usual Care,The usual care intervention includes advice and education to remain active and provision of the Back Book highlighting these recommendations. Pharmaceuticals may be prescribed at the discretion of the primary care provider. Follow-up visits to primary care provided are recommended for all patients dissatisfied with their progress.,Early Physical Therapy with Usual Care
NCT01726803,73604241,Usual Care,The usual care intervention includes advice and education to remain active and provision of the Back Book highlighting these recommendations. Pharmaceuticals may be prescribed at the discretion of the primary care provider. Follow-up visits to primary care provided are recommended for all patients dissatisfied with their progress.,Usual Care
NCT03046472,73738739,Physical Therapy treatment for Postural Behavior,"Physical Therapy treatment for Postural Behavior: intervention program will include physical awareness by using a mirror and practice for good posture, and exercises for flexibility, strength and muscle endurance.

All participants will get 10-15 minutes of exercise for performing every day.",Once a month and once a week.
NCT03046472,73738739,Physical Therapy treatment for Postural Behavior,"Physical Therapy treatment for Postural Behavior: intervention program will include physical awareness by using a mirror and practice for good posture, and exercises for flexibility, strength and muscle endurance.

All participants will get 10-15 minutes of exercise for performing every day.",Once a month only.
NCT00786864,74057222,exercise programme,Specific low back pain exercise programme for children,1. Experimental Group
NCT01611792,73749561,Stabilization exercise protocol,"The stabilization exercise protocol consists of exercises focused on improving the ability of trunk muscles to stabilize the spine, beginning with training to isolate the deeper abdominal muscles as well as deep dorsal trunk muscles. Then patients were progressed to exercises that added leverage of the limbs while maintaining the co-contraction of the deeper abdominal muscles and deep dorsal trunk muscles while breathing normally. Various positions (e.g., supine and quadruped positions) were used to challenge the patients based on their tolerance. Finally, patients were progressed to exercises in more functional positions that included tasks/activities that were reported as challenging and/or painful; patients performed the tasks at the speed demanded by the particular task. Maintenance of the co-contraction of deep trunk muscles was emphasized during these functional activities.",Stabilization
NCT01611792,73749562,Strength and conditioning exercise protocol,"This protocol contained trunk strengthening and endurance exercises. It consisted of 3 phases: 1) initial strengthening of trunk flexors/extensors in single plane movements, 2) trunk and lower-extremity stretching as well as progression of trunk-strengthening exercises to include multi-planar trunk movements. Aerobic exercises were progressed as tolerated and patient education about body biomechanics were reinforced, and 3) trunk-strengthening exercises under dynamic conditions (e.g., unstable support surface and in multi-planar trunk movements). During the 10 week protocol, exercises became more challenging, and each subject had to complete at least the first phase before moving onto the next phase in order to be included in post-testing analyses. There was no specific focus on the deep abdominal or deep dorsal trunk muscles during any of these exercises.",Strengthening and Conditioning
NCT02132910,73758717,RESTORE Intervention,,RESTORE Intervention
NCT02503410,73768045,Usual care,"Subjects receive standard physical therapy, including outpatient visits as prescribed by the treating clinician and home-based exercises based on recommendations by the physical therapist.",Usual care
NCT02503410,73768046,Interactive gaming,Subjects receive a combination of standard physical therapy in the clinic and home-based exercises that they perform using the Valedo system.,Interactive gaming
NCT02645760,73768522,Core stabilization exercise,7-weeks of core stabilization exercise,Core stabilization exercise
NCT02645760,73768523,Conventional treatment,7-weeks of conventional treatment include therapeutic ultrasound and hot pack,conventional treatment
